"0x89a61a6d6eb95f56da5bb2f5e879a569d85967ef","gqztgmigenes","1135.8899"
"0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","geztimrsgene","88275.4780"
"0x74c2320e0d2ace5d958f22cd56eabc4adb99e340","geztinrwgene","113.0000"
"0xd816fca4210adae28630c6bec091e7c370d1c614","ge2dgobugene","1.9000"
"0xa083804609f5aed89d45c928940781e6179023b0","ge2doojvgene","1.0000"
"0xdb9f899415661b78105177d0308a0df3bf2a2f60","ge2dqnjzgene","6.0000"
"0xc7f1e4801cb955894f77031205a8fa27b40c0bf7","ge2dsnbqgene","6.4035"
"0xdbe8b6cf5ad2242a0c086d827abb00068804b265","ge2tiojwgene","1.0000"
"0x217a6df28495ee7250ce05c6150055c3e711666f","ge3damjqgene","303.7265"
"0x1aea842285337bb4840ecf03ea80b88128f27817","ge3dknbygene","30.6794"
"0x984d6667f253c22381eebfaa11fe3351edbae291","ge3dqmrygene","80.0436"
"0x216a3eae236f2f3f779c9901835f87c275c9e172","ge3tgmbqgene","1.0000"
"0x1de274c5399b18ae2289097f60deea6bf23edcef","ge3tkmbwgene","27.1780"
"0xcb70de81068543922bd1a5b57e2ee432c6dcd13a","ge3tkmzygene","801.0000"
"0x1adf031c6b14683a3c36f080d0bcab9a8b292c11","ge4dcnbugene","1.0000"
"0x59ea3658625b30ad5ae3f12252eb3db14275a06a","giydemzzgene","5.0000"
"0xe6d4c81806cd518727691241d79748d4b1f3a784","giydsnjwgene","190.2125"
"0x0bc838665a0f02101eabc261e307ce3f988b584d","giytcojqgene","1.0000"
"0x21b1e8eddab41850644eaca53a3141ce38672d5b","giytenbqgene","7.6698"
"0x5f1abbfc3ec966a3e46c5f3c82230770a02f211e","giytgmzqgene","1.0000"
"0xa03c5da1f9e3e535caa75980df2242940a677d13","gizdaojrgene","3.0000"
"0x9e3a24cda9da67414be4eba819ad57e17e7a8fe2","gizdmmzygene","34.5450"
"0x944d96f86f67c76402b7d58ac6d99646e2a597c3","giztcmzzgene","7.0000"
"0xfc4d0cf1b56344ddcea733aa5d7676818c953c74","giztcobxgene","123.9968"
"0x0e71498c4163855011f8974f85432159723da4e9","giztqmrzgene","61.2700"
"0xc29a85b5f75356e92c665c1fe227b372aa9cd006","gi2dinzvgene","22.0000"
"0xf0b803ecf1fe4594381f573dc99cc7d15a8484a3","gi2dsmbzgene","1000.0738"
"0x4f1904f5f8cde51feaca510c9f2a3d82fea8a6d2","gi2dsojugene","9.9000"
"0xc6a44d6e21e593778bda29f1ec3f3eb1c81bea52","gi2tknzwgene","41.8375"
"0xfe9a0e9f7321e8a8902e0b9b62e2bb261b8f2ec0","gi2tmnbzgene","1.7000"
"0x8efa2b9b13cdfa475f1f4874fc6ec63746076940","gi2tsmzwgene","12.9852"
"0x6ea73997b2772c0e8b36f4826021be03069fcca1","gi3dqmzygene","3.0679"
"0xd9cd7ebaee25f40fa1bb9a273ef71cbd32b5f35a","gi3tamrwgene","1.0000"
"0xca94cd4735a1a3ee355ce31b7716cd930923014f","gi3tcmzzgene","50.0000"
"0x2691c9fcfc4f897909df3d009e3a8757d9bf5e02","gi3tgnzxgene","3.1690"
"0xb92f5937e000beed74d33ab8e0331d663703f9a2","gi3tknjrgene","493.7650"
"0xdd575960b3d4e51d761982b007ace40bbdf0fc25","gi4dgmzvgene","5.0000"
"0x46075ff02b8c0cbc07d84777392b713606ae8f55","gi4dgmzygene","38.3861"
"0x7cdda29f027feb8b7df41b8b50e71138aeb701ff","gi4tgnztgene","50.0000"
"0x4a57cf92cb7a934d65d5dc6d98939b83f5603dab","gmydamrygene","1.9000"
"0x717ac8e63a9e623be36bce5c927a7cf8bf46099a","gmydcnbvgene","306.7944"
"0xcce9a790c777ebcd247413c8035080cfe7afa970","gmydcnbxgene","152.0828"
"0xfb3abee17b1f47765b3ef045e535caa01449e92a","gmydcnbzgene","465.2400"
